"","...1","date","locality","startTime","endTime","windowCount","window","plantID","plantSpecies","pollinatorSpecies","pollinatorID","inflorescencesVisited","Inflorescences total","notes","observers","year","month","day","treatment","beach","city","latitude","longitude","funcgroup","status","plantStatus","hoursperday","visitsperhr"
"1233",1902,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,3,NA,"Phyla nodiflora","Panoquina panoquinoides panoquinoides",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1234",1903,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,4,NA,"Fabaceae","Centris decolorata",NA,10,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,3.48837209302326
"1235",1904,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,4,NA,"Fabaceae","Centris decolorata",NA,20,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,6.97674418604651
"1236",1905,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,4,NA,"Fabaceae","Centris decolorata",NA,13,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,4.53488372093023
"1237",1906,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,4,NA,"Fabaceae","Centris decolorata",NA,15,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,5.23255813953488
"1238",1907,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,4,NA,"Fabaceae","Centris decolorata",NA,30,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,10.4651162790698
"1239",1908,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,4,NA,"Fabaceae","Centris decolorata",NA,23,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,8.02325581395349
"1240",1909,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,5,NA,"Canavalia rosea","Centris decolorata",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,1.04651162790698
"1241",1910,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,5,NA,"Canavalia rosea","Centris decolorata",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,0.697674418604651
"1242",1911,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,5,NA,"Canavalia rosea","Centris decolorata",NA,8,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,2.7906976744186
"1243",1912,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1244",1913,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1245",1914,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1246",1915,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1247",1916,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1248",1917,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1249",1918,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,11,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,3.83720930232558
"1250",1919,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,10,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,3.48837209302326
"1251",1920,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.697674418604651
"1252",1921,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1253",1922,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1254",1923,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1255",1924,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1256",1925,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1257",1926,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,5,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,1.74418604651163
"1258",1927,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1259",1928,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,4,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,1.3953488372093
"1260",1929,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,6,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1261",1930,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,7,NA,"Fabaceae","Centris decolorata",NA,10,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,3.48837209302326
"1262",1931,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,7,NA,"Fabaceae","Centris decolorata",NA,30,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,10.4651162790698
"1263",1932,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,7,NA,"Fabaceae","Centris decolorata",NA,21,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,7.32558139534884
"1264",1933,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,7,NA,"Fabaceae","Centris decolorata",NA,30,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,10.4651162790698
"1265",1934,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,7,NA,"Fabaceae","Centris decolorata",NA,30,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,10.4651162790698
"1266",1935,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,7,NA,"Fabaceae","Centris decolorata",NA,30,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","unknown",2.86666666666667,10.4651162790698
"1267",1936,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.697674418604651
"1268",1937,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1269",1938,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1270",1939,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1271",1940,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1272",1941,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1273",1942,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,1.04651162790698
"1274",1943,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,7,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,2.44186046511628
"1275",1944,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Centris decolorata",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,1.04651162790698
"1276",1945,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.697674418604651
"1277",1946,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.697674418604651
"1278",1947,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,8,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,2.7906976744186
"1279",1948,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,1.04651162790698
"1280",1949,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.697674418604651
"1281",1950,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1282",1951,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.04651162790698
"1283",1952,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,6,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,2.09302325581395
"1284",1953,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Campsomeris trifasciata",NA,14,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.86666666666667,4.88372093023256
"1285",1954,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.697674418604651
"1286",1955,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,9,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,3.13953488372093
"1287",1956,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,8,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,2.7906976744186
"1288",1957,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Apis mellifera",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.697674418604651
"1289",1958,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1290",1959,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Agraulis vanillae insularis",NA,4,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.3953488372093
"1291",1960,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,8,NA,"Phyla nodiflora","Campsomeris trifasciata",NA,25,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2.86666666666667,8.72093023255814
"1292",1961,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1293",1962,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1294",1963,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,4,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,1.3953488372093
"1295",1964,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,1.04651162790698
"1296",1965,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1297",1966,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1298",1967,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,0.348837209302326
"1299",1968,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1300",1969,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.348837209302326
"1301",1970,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,0.348837209302326
"1302",1971,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1303",1972,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,0.697674418604651
"1304",1973,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,7,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,2.44186046511628
"1305",1974,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,5,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.74418604651163
"1306",1975,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,5,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.74418604651163
"1307",1976,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,5,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.74418604651163
"1308",1977,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,0.348837209302326
"1309",1978,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Apis mellifera",NA,1,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,0.348837209302326
"1310",1979,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Centris decolorata",NA,2,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.86666666666667,0.697674418604651
"1311",1980,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Apis mellifera",NA,7,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,2.44186046511628
"1312",1981,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Apis mellifera",NA,4,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.86666666666667,1.3953488372093
"1313",1982,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,3,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.04651162790698
"1314",1983,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,4,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.3953488372093
"1315",1984,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,9,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,3.13953488372093
"1316",1985,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,8,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,2.7906976744186
"1317",1986,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,5,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.74418604651163
"1318",1987,2016-10-28,"1",1899-12-31 09:08:00,1899-12-31 12:00:00,17,9,NA,"Stachytarpheta jamaicensis","Agraulis vanillae insularis",NA,5,NA,NA,NA,2016,10,28,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","butterfly","native","native",2.86666666666667,1.74418604651163
